Unnamed: 0,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method
731,22,Female,Junior,Biology,11008,4080,26544,3680,1056,1272,472,704,304,696,704,608,Cash
732,22,Non-binary,Junior,Computer Science,9560,7904,45832,3640,920,936,592,1032,744,1232,1240,1520,Credit/Debit Card
733,24,Non-binary,Freshman,Psychology,9784,6280,28168,6568,1024,400,1080,768,536,1456,1112,1568,Credit/Debit Card
734,21,Female,Junior,Computer Science,4904,4192,29120,6672,1752,456,568,712,312,1928,528,744,Cash
735,25,Non-binary,Sophomore,Engineering,6752,6128,32136,6720,1432,1512,1840,1024,592,1256,304,1048,Mobile Payment App
736,24,Female,Junior,Computer Science,4960,1536,33704,5808,2656,1152,2312,736,192,1560,1080,1016,Cash
737,22,Male,Freshman,Psychology,7864,7552,33728,7824,912,824,464,984,576,912,608,504,Credit/Debit Card
738,25,Male,Sophomore,Biology,7968,2000,47800,4160,2536,968,920,376,712,1928,360,648,Mobile Payment App
739,18,Male,Junior,Engineering,8848,6352,24600,7048,1320,1328,2080,184,256,1080,392,272,Cash
740,23,Non-binary,Senior,Engineering,8256,6472,34872,7896,2912,1408,536,592,416,448,1328,536,Credit/Debit Card
741,20,Female,Senior,Biology,11352,7928,37176,5184,2088,1208,624,440,248,1776,1080,576,Credit/Debit Card
742,22,Male,Sophomore,Economics,4880,800,41136,3784,2384,1312,1112,360,536,616,256,904,Cash
743,19,Female,Junior,Economics,11592,4792,38320,7080,872,456,2344,560,720,2136,1312,264,Cash
744,25,Male,Senior,Engineering,10160,4032,27736,3872,2288,1056,2328,1104,384,1240,1296,328,Credit/Debit Card
745,18,Non-binary,Freshman,Computer Science,6160,5096,40440,6512,2184,440,1120,1072,488,1048,1024,312,Mobile Payment App
746,25,Non-binary,Sophomore,Psychology,7288,7432,36760,4624,2704,976,1320,200,696,2200,1408,752,Credit/Debit Card
747,18,Female,Junior,Biology,10424,2392,40248,5608,1936,1464,1992,824,632,856,592,416,Credit/Debit Card
748,19,Non-binary,Junior,Engineering,10936,5504,28824,3616,2976,1296,1416,232,528,1944,240,1240,Credit/Debit Card
749,25,Non-binary,Sophomore,Computer Science,4072,5312,27592,6232,1944,1224,2248,864,416,560,1160,1536,Credit/Debit Card
750,22,Male,Junior,Engineering,6432,4656,42392,7136,1224,1384,1592,256,672,2312,1008,368,Cash
751,23,Female,Freshman,Computer Science,10144,2168,42584,7184,1632,1496,1720,904,648,1696,888,456,Credit/Debit Card
752,22,Non-binary,Junior,Engineering,11936,656,29760,6584,2216,1488,2200,1128,488,1336,520,272,Cash
753,23,Non-binary,Senior,Biology,11216,3688,30616,7232,2568,1104,1176,912,264,1584,1504,1432,Cash
754,24,Non-binary,Junior,Psychology,5384,4848,32280,6544,2840,824,2056,280,376,448,1192,384,Credit/Debit Card
755,22,Female,Sophomore,Biology,9392,7696,39152,3408,2632,1528,1400,232,272,904,1248,1368,Cash
756,20,Female,Freshman,Biology,5080,6616,33000,7752,1552,1568,1824,648,544,960,896,1480,Credit/Debit Card
757,23,Male,Sophomore,Engineering,6336,4672,35208,5048,1792,800,576,584,224,784,808,1120,Credit/Debit Card
758,22,Non-binary,Sophomore,Biology,7984,7424,25592,4520,1208,568,2160,624,784,2328,992,1000,Mobile Payment App
759,21,Non-binary,Junior,Biology,6928,4648,46200,6184,2136,800,2016,256,208,776,336,656,Credit/Debit Card
760,23,Non-binary,Sophomore,Biology,11264,4528,29712,7240,1784,1344,2096,992,248,984,464,1512,Cash
761,25,Non-binary,Freshman,Biology,5856,824,26680,5936,3160,1232,1960,1040,584,1424,800,640,Credit/Debit Card
762,18,Non-binary,Junior,Engineering,8856,4088,44056,5904,1152,1048,1704,424,304,1248,1096,376,Cash
763,24,Female,Freshman,Engineering,9320,544,33008,6872,2664,1568,992,872,392,1480,1432,232,Cash
764,19,Female,Freshman,Computer Science,10528,6936,35456,5016,880,1480,1808,200,272,720,1520,1080,Credit/Debit Card
765,21,Non-binary,Junior,Psychology,11768,2240,32832,6896,2496,1440,1928,560,720,672,1456,968,Cash
766,18,Non-binary,Sophomore,Psychology,4288,4456,29952,3984,3000,1024,1480,504,776,2384,360,288,Cash
767,21,Male,Sophomore,Economics,8360,4336,33232,7496,1256,1312,1968,200,232,792,368,616,Credit/Debit Card
768,24,Non-binary,Junior,Biology,4872,3112,34632,7472,3144,544,616,264,768,1880,384,1488,Mobile Payment App
769,20,Male,Senior,Psychology,4648,7712,39800,6200,848,688,672,176,544,672,312,1376,Mobile Payment App
770,20,Female,Sophomore,Biology,8848,1696,27008,3688,1040,1400,1848,1080,296,472,1576,1344,Credit/Debit Card
771,22,Non-binary,Freshman,Psychology,10528,5680,28384,5456,3056,552,2144,496,760,2008,944,176,Credit/Debit Card
772,19,Non-binary,Senior,Computer Science,4592,824,47808,4840,2976,656,2368,312,336,2296,1224,1064,Credit/Debit Card
773,19,Male,Sophomore,Biology,8920,96,30232,3856,2448,1288,2248,1200,608,2120,1360,1544,Mobile Payment App
774,25,Male,Sophomore,Engineering,10056,360,29224,6472,2984,1176,1968,624,288,2200,1264,1576,Credit/Debit Card
775,23,Male,Junior,Economics,8552,1040,43616,4024,1744,664,744,576,520,1360,712,1152,Cash
776,22,Non-binary,Junior,Biology,6056,3768,26896,5752,2872,552,2024,1160,384,1272,504,632,Credit/Debit Card
777,21,Non-binary,Sophomore,Psychology,6352,1328,28992,7264,2968,584,1776,824,328,2264,1216,872,Cash
778,22,Male,Freshman,Computer Science,9112,6760,37944,7144,2848,1008,2040,160,520,496,1560,200,Credit/Debit Card
779,23,Non-binary,Sophomore,Engineering,4784,1000,46592,3304,2224,1040,728,704,480,1216,656,216,Cash
780,21,Female,Freshman,Economics,4112,3216,37136,3952,3160,736,448,832,528,784,1048,1080,Mobile Payment App
781,23,Male,Freshman,Psychology,11832,3344,28008,7680,2752,824,1912,504,760,1168,248,1480,Mobile Payment App
782,24,Non-binary,Junior,Biology,5064,2888,37072,5480,2016,1024,2144,856,592,1112,1520,184,Credit/Debit Card
783,25,Non-binary,Senior,Biology,11496,1200,38160,7528,2288,832,2192,800,168,1592,1088,1504,Credit/Debit Card
784,22,Male,Sophomore,Biology,9080,2232,38600,6344,2960,920,696,744,288,816,888,328,Credit/Debit Card
785,21,Female,Junior,Engineering,11464,88,33000,6656,2504,984,1496,1072,496,488,1600,816,Cash
786,20,Female,Senior,Computer Science,6592,744,27768,4304,1992,1016,1792,576,608,720,1352,1464,Credit/Debit Card
787,24,Male,Junior,Psychology,7736,2304,37032,7664,2272,856,2048,1032,680,1376,368,360,Mobile Payment App
788,25,Male,Sophomore,Economics,9008,5664,30640,3240,2744,1272,1808,784,192,1576,1296,1280,Mobile Payment App
789,21,Female,Sophomore,Psychology,7080,4104,43976,6656,1088,528,1928,984,528,2048,1096,424,Credit/Debit Card
790,25,Non-binary,Sophomore,Psychology,4200,7872,36376,5360,2872,1184,1536,304,448,1296,248,688,Credit/Debit Card
791,20,Male,Senior,Psychology,8072,112,34472,5592,2096,936,1088,192,536,904,744,360,Mobile Payment App
792,18,Non-binary,Senior,Psychology,11824,368,43600,7656,2880,616,896,176,400,2120,1464,736,Mobile Payment App
793,19,Male,Sophomore,Computer Science,4376,2920,27720,5160,2528,464,1488,960,432,1568,1080,952,Mobile Payment App
794,22,Female,Freshman,Psychology,4392,3280,38368,5992,2432,1336,656,1136,800,2168,1352,1224,Credit/Debit Card
795,25,Female,Junior,Engineering,10608,4888,43608,5872,1640,728,584,760,568,1736,1008,1120,Mobile Payment App
796,21,Male,Junior,Psychology,6088,72,38688,4752,3000,424,2048,440,328,400,1008,280,Cash
797,25,Non-binary,Senior,Computer Science,10752,3952,47080,6472,1864,1336,1368,664,480,752,488,1232,Cash
798,22,Male,Junior,Biology,7160,7080,43912,3648,2744,1256,1416,984,600,616,1248,1112,Credit/Debit Card
799,23,Non-binary,Junior,Economics,8288,6488,39288,3496,3184,1072,2392,552,440,1248,280,984,Mobile Payment App
800,22,Non-binary,Senior,Computer Science,5312,4304,24064,3336,1888,600,1088,1048,480,1944,1248,928,Credit/Debit Card
801,22,Non-binary,Senior,Computer Science,11224,6312,47088,7696,1304,1032,1192,280,736,2008,1328,912,Cash
802,23,Male,Senior,Engineering,8752,2880,37208,4976,1936,720,784,824,616,1104,888,1520,Cash
803,24,Female,Sophomore,Computer Science,6312,3304,27856,6680,1648,1024,1224,1096,616,920,536,1080,Mobile Payment App
804,25,Non-binary,Sophomore,Biology,4696,6048,40280,6376,2328,1368,2264,712,208,1904,592,952,Cash
805,23,Male,Junior,Biology,4072,3160,29832,4856,2608,1248,2008,1104,360,1632,240,472,Mobile Payment App
806,19,Male,Junior,Computer Science,11056,7480,37200,6824,1624,1440,1840,264,440,2376,344,976,Credit/Debit Card
807,25,Non-binary,Senior,Engineering,10408,6056,30488,5312,968,920,1912,1008,384,968,1376,912,Mobile Payment App
808,23,Non-binary,Senior,Engineering,6216,424,39480,4040,2144,1448,1552,632,480,568,432,520,Mobile Payment App
809,19,Male,Sophomore,Psychology,4040,5168,39480,5504,1032,1144,896,1040,712,1672,1576,648,Cash
810,24,Female,Junior,Engineering,6928,6368,38920,6048,2192,1448,2080,1128,376,1896,1000,536,Cash
811,19,Male,Freshman,Biology,10632,1016,26568,6688,2216,736,864,216,536,2008,696,696,Mobile Payment App
812,20,Non-binary,Freshman,Economics,10976,2376,33816,4040,1136,1152,2112,160,512,1560,272,592,Cash
813,24,Male,Junior,Economics,8032,7064,40672,6184,2680,944,2376,664,704,800,1064,1272,Credit/Debit Card
814,23,Non-binary,Freshman,Biology,11320,1224,36208,7040,888,1336,1368,720,624,1640,904,1000,Cash
815,20,Female,Junior,Psychology,5112,104,32776,6240,1808,960,688,448,184,600,1176,1144,Mobile Payment App
816,19,Male,Sophomore,Economics,11176,6832,25488,4416,2064,984,1016,488,168,1016,568,1488,Credit/Debit Card
817,18,Female,Freshman,Economics,7480,7344,31208,5792,1024,976,448,312,424,1216,864,1072,Mobile Payment App
818,18,Non-binary,Senior,Computer Science,7056,4192,39864,4016,1568,1224,504,1048,640,2192,1120,688,Credit/Debit Card
819,20,Female,Freshman,Psychology,11184,7296,37672,6912,2136,1448,1320,1192,496,512,736,1552,Mobile Payment App
820,24,Non-binary,Sophomore,Biology,11688,3224,29312,4152,1096,1016,2288,920,232,672,968,1016,Cash
821,24,Male,Senior,Engineering,11440,7424,39744,5456,2688,712,1080,608,528,2312,656,760,Mobile Payment App
822,22,Non-binary,Junior,Biology,7624,7400,41080,7392,1184,448,488,264,560,1248,1008,264,Credit/Debit Card
823,19,Male,Junior,Psychology,11648,6424,27448,5088,1088,1416,1048,896,224,1992,928,1024,Mobile Payment App
824,22,Female,Junior,Computer Science,7136,4504,44232,3496,1840,680,456,392,216,1208,352,1592,Credit/Debit Card
825,20,Non-binary,Sophomore,Psychology,4312,3952,34792,3600,3184,856,1720,408,416,712,1528,1264,Mobile Payment App
826,25,Non-binary,Junior,Economics,8192,6048,36256,6384,2624,896,1272,552,192,2200,248,696,Cash
827,22,Female,Senior,Biology,11240,4352,42208,6256,2248,416,536,552,616,2160,1128,1568,Mobile Payment App
828,21,Male,Sophomore,Biology,5528,5680,29088,3824,2736,464,1088,520,600,2216,1360,1088,Credit/Debit Card
829,19,Female,Junior,Biology,9256,2664,28072,7896,2248,616,1360,216,696,1208,864,544,Mobile Payment App
830,21,Non-binary,Junior,Computer Science,4440,7840,45256,5656,2416,1560,1656,1128,728,1008,1440,536,Credit/Debit Card
831,25,Non-binary,Senior,Biology,9960,6424,37944,7192,2280,792,1544,848,608,2160,1600,464,Credit/Debit Card
832,25,Male,Senior,Biology,9816,3264,44856,6072,2920,1096,1976,776,448,1296,1088,1384,Credit/Debit Card
833,18,Female,Freshman,Biology,6600,3224,41632,3208,2344,600,2144,192,288,840,1576,1000,Mobile Payment App
834,18,Female,Freshman,Economics,10872,3744,31200,3208,2264,1520,1464,480,624,1224,512,1560,Credit/Debit Card
835,22,Male,Junior,Economics,4448,2536,35432,6672,1328,1040,1392,688,368,1776,264,1160,Mobile Payment App
836,20,Non-binary,Sophomore,Biology,8880,3200,42600,4688,3200,496,960,432,240,2352,1000,1336,Mobile Payment App
837,21,Non-binary,Sophomore,Engineering,4144,4520,39520,6264,1256,776,1032,976,160,568,1400,920,Mobile Payment App
838,19,Male,Senior,Engineering,7456,4888,35088,6664,1272,672,1472,504,640,1784,584,1432,Mobile Payment App
839,22,Female,Senior,Computer Science,5464,5208,45368,6928,808,1240,2192,1048,648,1464,392,168,Mobile Payment App
840,24,Male,Sophomore,Economics,11176,3000,42600,5096,1112,664,1736,440,384,2344,1560,568,Cash
841,24,Non-binary,Freshman,Biology,9608,3528,33696,6912,1120,664,776,680,712,720,920,1128,Credit/Debit Card
842,22,Non-binary,Junior,Psychology,11216,4152,24992,7088,3048,1544,960,512,544,1224,1208,944,Mobile Payment App
843,25,Male,Senior,Economics,6752,144,43616,7280,1760,568,872,600,728,1952,840,984,Credit/Debit Card
844,19,Female,Senior,Biology,10928,1136,47400,4912,2432,1304,1920,1016,664,864,1304,1216,Credit/Debit Card
845,19,Male,Senior,Biology,7384,5872,36608,4152,3064,880,2040,288,248,1800,1008,984,Credit/Debit Card
846,21,Non-binary,Freshman,Biology,4336,7240,27472,7896,2376,1280,1512,1200,208,2288,1480,688,Cash
847,23,Female,Junior,Biology,9040,392,38664,3320,800,1280,2096,784,256,792,936,1192,Credit/Debit Card
848,23,Non-binary,Junior,Biology,6784,3360,37304,7600,1384,1336,808,864,232,432,1272,1024,Mobile Payment App
849,19,Female,Junior,Engineering,8176,1816,34440,7856,2368,584,2016,1192,632,1648,1216,1296,Cash
850,23,Non-binary,Junior,Economics,9512,7840,33840,4856,1520,416,2000,1120,504,1520,1000,1488,Credit/Debit Card
851,18,Female,Sophomore,Economics,6168,360,29752,6568,1512,1384,2360,480,304,2064,856,1496,Mobile Payment App
852,25,Non-binary,Sophomore,Computer Science,10240,3864,45944,5424,1648,432,656,392,680,2048,1496,232,Credit/Debit Card
853,21,Male,Senior,Biology,7464,7904,35312,5848,2384,984,2184,176,160,1176,328,1024,Cash
854,24,Female,Sophomore,Computer Science,10056,6360,47304,3840,960,856,2400,272,368,1752,1544,1560,Mobile Payment App
855,24,Female,Junior,Computer Science,10504,6544,26680,6760,2904,1520,1696,552,296,824,1488,632,Cash
856,21,Male,Senior,Engineering,8272,7416,32672,6064,2640,1432,1088,1192,504,1936,1520,288,Mobile Payment App
857,19,Male,Sophomore,Psychology,5352,1224,44072,5928,2680,624,1360,552,544,2368,584,1328,Mobile Payment App
858,19,Non-binary,Senior,Computer Science,5824,6512,27040,7760,1464,1424,1112,232,504,1544,512,1400,Mobile Payment App
859,18,Male,Sophomore,Economics,4552,4104,43432,5840,3000,944,1560,768,216,2240,520,1088,Mobile Payment App
860,19,Male,Freshman,Engineering,7680,1432,42024,5368,1288,1024,2184,320,712,1864,1304,1376,Cash
861,18,Male,Freshman,Computer Science,10304,7032,30632,7856,1528,520,688,856,640,776,1096,1072,Cash
862,22,Female,Freshman,Engineering,4448,7232,28384,5512,840,1160,1320,1064,568,880,1464,784,Cash
863,23,Male,Senior,Engineering,11304,640,47808,6688,3088,1552,2128,232,792,1704,872,1264,Cash
864,25,Non-binary,Senior,Biology,7656,912,39648,7384,2608,1200,1592,392,704,1968,944,624,Cash
865,24,Non-binary,Freshman,Engineering,8672,4656,26440,4160,2824,712,2232,160,544,1384,1208,1024,Mobile Payment App
866,22,Male,Freshman,Psychology,10160,4368,35400,4472,2432,1280,632,760,792,1528,560,1512,Mobile Payment App
867,24,Female,Sophomore,Computer Science,6760,3872,44752,6344,1040,408,1224,616,376,712,1208,504,Mobile Payment App
868,21,Female,Freshman,Economics,11384,2384,35872,3512,2496,1256,944,448,344,1880,1504,1032,Cash
869,19,Male,Sophomore,Engineering,5464,4912,37744,5144,1056,1488,664,248,544,680,1448,768,Cash
870,21,Non-binary,Freshman,Psychology,10472,4488,45112,7784,2424,1576,936,296,512,808,296,1136,Mobile Payment App
871,25,Male,Senior,Economics,7104,1744,35464,6448,1328,968,600,1184,552,960,1024,568,Credit/Debit Card
872,24,Male,Sophomore,Psychology,11968,4176,37424,5120,1696,1120,1600,176,552,784,1296,560,Credit/Debit Card
873,25,Male,Junior,Economics,7720,3720,36792,5896,2328,704,560,560,272,1360,1560,512,Cash
874,20,Female,Junior,Biology,10632,4264,28072,6608,1872,1048,2096,1136,240,1256,1128,320,Cash
875,21,Female,Sophomore,Engineering,8168,6312,45448,6752,1880,792,1336,920,424,1016,1048,1520,Mobile Payment App
876,18,Male,Freshman,Biology,4008,3376,42056,4896,1192,1136,576,464,288,1840,584,352,Mobile Payment App
877,21,Female,Sophomore,Engineering,9784,2416,31440,6408,1024,1256,1936,1080,288,1808,1544,416,Mobile Payment App
878,19,Male,Senior,Psychology,11960,8000,46856,7840,1824,1008,656,312,576,1152,624,1520,Cash
879,25,Male,Sophomore,Engineering,6896,5392,43784,4600,2704,432,2112,312,480,2096,1440,1568,Cash
880,25,Male,Senior,Economics,8296,6752,34560,7152,3144,1408,2240,584,168,1928,352,1568,Credit/Debit Card
881,19,Male,Freshman,Engineering,4040,2344,46888,6680,3096,1448,2000,744,728,904,648,1368,Cash
882,24,Female,Senior,Psychology,9544,3176,33872,6088,960,600,736,832,224,1728,808,928,Credit/Debit Card
883,18,Non-binary,Sophomore,Psychology,11616,5464,26200,4688,2616,520,1408,256,320,1640,1280,464,Credit/Debit Card
884,24,Non-binary,Sophomore,Psychology,11376,6880,39304,7136,1192,920,1272,1064,720,1816,736,1176,Cash
885,25,Male,Sophomore,Biology,5736,1576,44944,5568,2832,840,816,208,760,2400,880,624,Cash
886,24,Female,Junior,Economics,10664,4304,41496,3736,1896,1464,1536,912,632,1984,760,328,Credit/Debit Card
887,24,Female,Sophomore,Psychology,7824,7792,35360,5136,1928,1168,1464,240,608,1040,632,168,Cash
888,25,Male,Freshman,Biology,9128,2896,25576,7408,3176,968,1200,976,552,2064,1384,960,Mobile Payment App
889,22,Male,Sophomore,Biology,11192,4888,39960,5424,1760,744,672,1152,392,1600,1512,720,Mobile Payment App
890,24,Male,Freshman,Psychology,9600,2728,36376,6224,2640,408,1032,192,600,1904,1536,1224,Cash
891,21,Non-binary,Sophomore,Economics,8424,512,34440,3552,1136,1112,2240,272,448,1408,304,1176,Mobile Payment App
892,25,Non-binary,Junior,Biology,8944,4672,35384,4736,1008,1192,1072,592,384,872,912,1048,Cash
893,21,Male,Junior,Biology,8752,2568,30064,5928,1096,1376,400,1176,768,1072,1536,448,Mobile Payment App
894,21,Non-binary,Freshman,Psychology,10016,1808,33648,4240,1960,1008,552,1176,416,512,1464,192,Credit/Debit Card
895,18,Male,Junior,Psychology,5488,2016,46784,5760,1904,1528,2120,312,464,832,1136,656,Mobile Payment App
896,18,Male,Junior,Economics,4104,984,47272,6456,1344,1288,1448,384,208,992,368,464,Cash
897,25,Male,Junior,Biology,9392,600,39272,6392,1192,1304,1208,1104,240,2384,920,344,Cash
898,24,Non-binary,Freshman,Psychology,9792,1880,37160,7304,1672,808,616,680,776,624,640,888,Cash
899,23,Non-binary,Junior,Biology,7800,1688,31616,6152,1048,1072,2264,520,728,1016,1208,632,Credit/Debit Card
900,18,Male,Sophomore,Engineering,11480,7600,29008,6736,1768,1112,696,1088,544,432,1032,432,Mobile Payment App
901,22,Male,Senior,Engineering,7152,216,35968,5744,2984,1152,2032,1112,656,2288,1072,1584,Credit/Debit Card
902,21,Non-binary,Junior,Economics,9344,648,42336,5096,1400,1568,1544,416,720,1736,384,1424,Cash
903,25,Male,Freshman,Computer Science,11856,736,31896,4320,1552,1000,1544,1144,624,2144,504,1592,Credit/Debit Card
904,19,Non-binary,Sophomore,Psychology,11080,1992,45960,3616,3192,1360,568,1160,296,1848,912,1232,Mobile Payment App
905,20,Male,Sophomore,Computer Science,11808,6656,45960,6464,1800,584,2008,176,760,984,624,1424,Mobile Payment App
906,22,Female,Senior,Economics,6496,808,38720,6216,1560,696,408,568,384,1296,1504,464,Mobile Payment App
907,18,Male,Freshman,Psychology,9528,4888,26984,5384,2616,496,1312,1064,208,1832,856,1216,Cash
908,20,Male,Senior,Economics,11520,8000,30584,4200,1080,1136,1048,272,216,720,1600,976,Cash
909,24,Female,Sophomore,Biology,11576,1968,32304,3248,1880,904,784,904,400,568,296,264,Credit/Debit Card
910,21,Female,Freshman,Computer Science,8240,2856,39064,6448,800,792,696,368,304,1240,1352,728,Mobile Payment App
911,23,Female,Senior,Engineering,8272,1616,42776,4464,3048,928,2168,536,352,1824,992,1472,Credit/Debit Card
912,20,Female,Junior,Economics,11248,80,29392,7736,2424,752,2288,488,488,968,1448,496,Mobile Payment App
913,21,Non-binary,Senior,Biology,8688,304,27400,4840,3048,424,1368,1032,192,1320,1088,536,Credit/Debit Card
914,25,Female,Sophomore,Psychology,10672,2560,38176,6352,1632,1032,1280,1112,296,1824,848,536,Mobile Payment App
915,25,Female,Senior,Engineering,4056,3792,39968,6000,1448,856,1248,632,216,976,312,696,Cash
916,21,Male,Senior,Engineering,11864,7136,32112,3664,3200,720,1736,1072,400,1136,480,336,Mobile Payment App
917,20,Non-binary,Sophomore,Economics,7104,1824,26024,4312,1656,1456,1928,568,328,2032,1000,384,Credit/Debit Card
918,23,Non-binary,Freshman,Economics,9632,6520,34800,6968,1328,960,2200,696,616,1896,680,168,Credit/Debit Card
919,23,Male,Junior,Economics,8376,1656,47136,5336,1288,1576,2040,424,768,1344,840,1344,Cash
920,21,Male,Freshman,Psychology,10232,7200,43824,6520,2688,1088,1232,1160,648,1888,864,1488,Credit/Debit Card
921,19,Female,Sophomore,Economics,4904,4344,47576,4976,2472,792,1208,752,288,664,1592,1128,Mobile Payment App
922,18,Male,Senior,Computer Science,10240,4400,38744,4000,896,792,952,536,560,1128,776,872,Credit/Debit Card
923,25,Male,Sophomore,Economics,5568,7808,41968,3800,2064,1296,696,536,544,1856,576,1056,Mobile Payment App
924,20,Female,Senior,Economics,9528,2520,35920,3808,2160,1216,1352,1032,800,600,1544,1256,Credit/Debit Card
925,24,Female,Freshman,Biology,10296,1912,26408,3944,2016,784,1968,288,560,2256,1072,912,Mobile Payment App
926,23,Female,Junior,Engineering,11128,2896,34088,5576,2152,864,840,1160,344,800,312,1152,Cash
927,23,Non-binary,Sophomore,Economics,10760,2328,38472,5488,1384,1056,1832,920,320,1656,504,456,Credit/Debit Card
928,19,Non-binary,Junior,Computer Science,10752,6600,24848,4504,2664,1136,1032,888,376,768,752,1224,Cash
929,23,Non-binary,Junior,Economics,6232,5664,30464,7008,3128,752,2384,272,272,1536,696,856,Mobile Payment App
930,23,Female,Senior,Economics,8984,3920,44056,7456,2960,1128,1864,728,488,2064,1112,1496,Mobile Payment App
931,22,Male,Senior,Economics,8304,5488,38128,7432,2928,1064,560,744,720,592,944,848,Credit/Debit Card
932,22,Female,Senior,Computer Science,4760,7960,31768,4576,888,632,2328,192,568,1952,488,1584,Mobile Payment App
933,25,Non-binary,Freshman,Engineering,10760,2360,36680,4968,2280,808,2160,920,440,1688,440,856,Cash
934,19,Non-binary,Junior,Computer Science,4272,4368,32816,4160,2968,1568,848,600,448,1912,360,976,Cash
935,24,Non-binary,Senior,Computer Science,9408,2608,39120,6696,1960,744,1072,624,648,432,856,320,Cash
936,20,Non-binary,Sophomore,Biology,6688,840,46456,3352,1944,1192,712,576,416,568,592,1144,Mobile Payment App
937,18,Female,Freshman,Biology,8376,120,34736,4960,2872,1560,1696,504,752,1544,1128,384,Credit/Debit Card
938,24,Female,Sophomore,Engineering,6920,7256,41512,7488,1288,920,2272,488,800,1872,1032,1304,Mobile Payment App
939,18,Non-binary,Junior,Psychology,9184,4520,26824,4904,1744,1272,2168,736,536,1880,976,1488,Credit/Debit Card
940,21,Female,Senior,Engineering,5568,5720,41904,5680,1560,1064,784,432,528,2352,328,1576,Credit/Debit Card
941,19,Female,Freshman,Economics,6224,5928,45312,4464,3184,1368,1464,568,416,1184,664,1104,Credit/Debit Card
942,22,Non-binary,Senior,Psychology,9120,4784,44984,5320,2224,1464,1888,880,176,1904,1552,176,Credit/Debit Card
943,22,Female,Sophomore,Computer Science,4456,2808,28080,6856,896,1264,2152,320,624,2136,248,1168,Cash
944,24,Male,Sophomore,Computer Science,7584,5928,47384,7632,2120,1448,648,472,568,1728,1256,264,Mobile Payment App
945,24,Female,Freshman,Engineering,9992,4592,35816,5224,888,1456,896,736,672,1928,896,1568,Mobile Payment App
946,24,Non-binary,Sophomore,Economics,8736,7904,38552,6144,1920,1264,872,888,264,1888,1096,464,Credit/Debit Card
947,20,Female,Junior,Computer Science,5736,7664,45336,3576,2432,1552,760,568,392,1544,752,824,Mobile Payment App
948,19,Female,Sophomore,Computer Science,6856,4920,30808,3896,2040,760,2296,248,368,2392,744,592,Cash
949,18,Non-binary,Senior,Biology,8168,4648,37520,4016,1776,1288,784,640,584,448,1504,680,Credit/Debit Card
950,22,Female,Sophomore,Psychology,8448,5352,43024,4768,2224,1432,1784,376,696,1080,440,408,Mobile Payment App
951,25,Male,Freshman,Economics,6064,3096,39792,4272,808,608,496,520,216,960,1280,208,Credit/Debit Card
952,21,Non-binary,Freshman,Economics,5224,5112,40360,3968,2688,672,1888,920,272,1760,1352,1000,Cash
953,21,Male,Sophomore,Computer Science,5144,1744,33104,6344,2168,1456,416,440,792,632,360,728,Credit/Debit Card
954,25,Male,Freshman,Engineering,5344,7144,27568,5224,2776,704,2208,584,760,584,1216,280,Cash
955,25,Female,Sophomore,Psychology,5160,632,30640,7520,1992,504,552,488,320,592,608,600,Mobile Payment App
956,20,Female,Senior,Psychology,8160,4176,30992,3264,1200,1296,1344,1032,784,2040,1104,1392,Credit/Debit Card
957,20,Non-binary,Junior,Computer Science,9024,3664,42416,4816,2160,520,2392,1144,464,1744,1104,1136,Cash
958,22,Male,Senior,Economics,9488,5200,35096,6384,1112,472,1280,872,168,2200,952,256,Mobile Payment App
959,23,Female,Senior,Psychology,4224,4584,34288,7112,1672,1088,1192,840,640,1208,368,584,Mobile Payment App
960,25,Male,Senior,Computer Science,6192,6392,35176,5032,1304,600,1464,312,264,432,1088,1000,Cash
961,22,Male,Senior,Economics,9888,2040,31632,4800,2192,920,672,440,184,2376,248,312,Credit/Debit Card
962,24,Non-binary,Sophomore,Biology,7504,4896,30376,7424,1520,520,632,888,360,1568,904,1368,Mobile Payment App
963,22,Non-binary,Senior,Computer Science,9352,4704,32880,4064,832,1272,1936,240,624,840,1304,1560,Mobile Payment App
964,25,Male,Freshman,Computer Science,8488,2664,46608,7592,2000,1104,1264,456,160,2120,1544,824,Mobile Payment App
965,24,Non-binary,Sophomore,Economics,4112,1264,24312,4048,2888,672,1264,1056,392,832,1272,792,Cash
966,19,Male,Junior,Engineering,8120,3944,43480,6616,2952,1176,968,696,392,2312,968,592,Mobile Payment App
967,18,Male,Junior,Computer Science,5944,832,27944,5808,1784,840,768,584,296,2200,1264,600,Mobile Payment App
968,21,Male,Sophomore,Engineering,7304,560,33464,5712,2144,704,1584,696,248,552,312,1416,Cash
969,24,Non-binary,Junior,Engineering,9136,7568,37984,6936,2112,1328,1000,792,552,2296,672,1080,Credit/Debit Card
970,25,Female,Senior,Psychology,6944,5360,26192,3544,2464,960,488,560,768,688,1592,1016,Mobile Payment App
971,19,Non-binary,Sophomore,Engineering,11712,136,31512,3920,2856,696,1048,776,536,1344,696,1080,Credit/Debit Card
972,21,Female,Senior,Psychology,10080,4936,32480,6392,1952,496,1544,856,496,2280,1440,1040,Cash
973,19,Male,Junior,Computer Science,10608,6536,43608,3624,1376,696,496,896,560,1760,744,256,Cash
